X	Y	M11	M22
15.48	-12.89	-67.87	-106.46
15.48	-13.49	-83.37	-65.50
15.48	-14.38	-75.15	59.95
15.48	-14.69	-44.92	24.05
15.48	-15.29	-37.72	-19.98
15.48	-15.89	-46.26	-46.26
15.48	-16.49	-56.10	-38.99
15.48	-17.09	-46.67	-31.98
15.48	-17.69	-38.17	-82.13
15.48	-18.17	-26.32	-99.11
15.48	-18.89	-34.86	-130.84
15.48	-19.49	-42.09	-143.08
15.48	-20.09	-47.16	-138.56
15.48	-20.69	-48.56	-114.35
15.48	-21.29	-47.59	-39.36
15.48	-21.98	10.52	-38.00
15.48	-22.49		
15.48	-23.09		
16.08	0	-5.44	13.02
16.08	0.61		
16.08	-0.47	-1.63	177.45
16.08	-0.89	-101.26	-94.31
16.08	-1.49	90.98	-209.33
16.08	-2.09	-74.03	-256.34
16.08	-2.69	-57.83	-274.89
16.08	-3.29	-42.79	-271.75
16.08	-3.89	-28.24	-250.09
16.08	-4.49	-13.66	-211.43
16.08	-5.09	-1.31	-160.54
16.08	-5.43	-14.66	-145.94
16.08	-6.29	-38.23	-76.48
16.08	-6.82	-61.84	89.76
16.08	-7.43	-4.69	310.03
16.08	-8.09	57.79	101.12
16.08	-8.69	-35.03	-37.97
16.08	-9.29	17.50	-62.39
16.08	-9.89	-3.68	-78.26
16.08	-10.49	-7.92	-102.63
16.08	-11.09	-17.79	-122.56
16.08	-11.69	-27.25	-131.69
16.08	-12.29	-37.17	-130.78
16.08	-12.89	-48.48	-118.64
16.08	-13.49	-70.81	-123.13
16.08	-14.38	-16.56	159.06
16.08	-14.69	16.84	37.51
16.08	-15.29	-2.34	-27.24
16.08	-15.89	14.23	-54.65
16.08	-16.49	-32.69	-71.70
16.08	-17.09	-12.04	64.68
16.08	-17.69	20.75	-98.18
16.08	-18.17	-5.09	-112.85
16.08	-18.89	9.50	-137.93
16.08	-19.49	-21.48	-150.74
16.08	-20.09	31.26	-146.52
16.08	-20.69	-39.81	-120.47
16.08	-21.29	-49.53	-96.42
16.08	-21.98	21.48	317.34
16.08	-22.49		
16.08	-23.09		
-6.13	-0.157	102.22	220.11
-5.53	-0.157	-12.28	156.15
-6.13	-0.313	123.68	279.21
-5.53	-0.313	29.64	202.02
-4.93	-0.157	-112.41	116.95
-4.93	-0.313	-127.07	137.27
-4.33	-0.157	-133.04	100.60
-4.33	-0.313	-139.43	122.89
-3.6	-0.157	-74.78	70.69
-3.6	-0.313	-57.37	84.07
-3.13	-0.157	-54.06	70.56
-3.13	-0.313	-42.42	81.04
-2.53	-0.157	-25.69	102.23
-2.53	-0.313	-21.32	104.60
-1.93	-0.157	100.45	150.30
-1.93	-0.313	97.31	141.34
-1.52	-0.157	252.06	200.85
-1.52	-0.313	234.38	185.12
-0.72	-0.157	96.47	187.32
-0.72	-0.313	97.54	188.29
0	-0.157	115.25	188.35
0	-0.313	127.96	204.47
1.4	-0.157	119.42	190.34
2.28	-0.157	117.00	191.82
1.4	-0.313	133.50	207.03
2.28	-0.313	116.12	189.58
2.93	-0.157	264.29	203.11
2.93	-0.313	245.73	186.46
3.48	-0.157	75.43	138.23
3.48	-0.313	73.41	131.37
4.08	-0.157	-32.96	93.57
4.08	-0.313	-27.73	97.84
4.68	-0.157	-52.75	65.90
4.68	-0.313	-36.28	76.92
5	-0.157	-74.65	72.20
5	-0.313	-56.02	85.03
5.88	-0.157	-146.11	103.98
5.88	-0.313	-153.16	124.35
6.48	-0.157	-122.00	122.34
6.48	-0.313	-136.05	141.02
7.08	-0.157	26.81	169.39
7.08	-0.313	47.41	213.74
7.68	-0.157	128.85	244.59
7.68	-0.313	152.80	304.80
-10.93	-0.157	184.05	-6.47
-10.4	-0.157	219.18	44.77
-10.93	-0.313	184.51	13.03
-10.4	-0.313	245.13	71.33
-9.73	-0.157	59.51	63.35
-9.73	-0.313	57.32	67.09
-9.13	-0.157	-31.30	73.77
-9.13	-0.313	-41.26	80.79
-8.53	-0.157	-31.60	105.52
-8.53	-0.313	-44.49	115.55
-7.93	-0.157	53.71	186.69
-7.93	-0.313	37.14	178.23
-7.42	-0.157	249.02	281.27
-7.42	-0.313	234.46	295.67
-7	-0.157	199.34	280.31
-7	-0.313	208.01	320.38
8.4	-0.157	232.88	320.95
8.4	-0.313	251.04	372.31
8.88	-0.157	296.99	345.72
8.88	-0.313	289.95	368.31
9.48	-0.157	52.39	248.90
9.48	-0.313	36.72	238.47
10.08	-0.157	-109.87	182.87
10.08	-0.313	-105.10	176.53
10.68	-0.157	-118.22	177.70
10.68	-0.313	-123.68	180.11
11.28	-0.157	-46.01	211.61
11.28	-0.313	-66.52	245.89
11.8	-0.157	167.86	326.66
11.8	-0.313	241.48	378.04
12.48	-0.157	223.79	468.50
12.48	-0.313	181.92	380.39
2.28	-7.42	260.70	547.29
0.7	-0.157	20.61	139.02
0.7	-0.313	21.34	151.35
1.08	-0.157	42.48	148.54
1.08	-0.313	51.98	168.21
-15.73	-0.157	-3.73	18.78
-15.13	-0.157	18.34	27.34
-15.73	-0.313	-0.66	17.03
-15.13	-0.313	21.17	40.53
-14.7	-0.157	34.50	21.57
-14.7	-0.313	51.01	45.22
-13.93	-0.157	-38.84	17.31
-13.93	-0.313	-39.04	13.96
-13.33	-0.157	-41.05	-13.07
-13.33	-0.313	-38.99	-11.61
-12.73	-0.157	-21.50	-20.93
-12.73	-0.313	-18.44	-18.60
-12.13	-0.157	50.78	-29.85
-12.13	-0.313	49.50	-26.76
-11.53	-0.157	124.60	-31.13
-11.53	-0.313	124.86	-31.87
13.08	-0.157	163.54	186.85
13.08	-0.313	-126.70	178.92
13.68	-0.157	-94.20	107.49
13.68	-0.313	-103.48	92.83
14.28	-0.157	-84.22	71.65
14.28	-0.313	-92.89	-66.09
14.88	-0.157	-69.09	50.08
14.88	-0.313	-84.51	-47.84
15.48	-0.157	-31.96	35.76
15.48	-0.313	-45.25	49.51
16.08	-0.157	-3.25	10.41
16.08	-0.313	-16.69	-19.24
5.005	-5.43		
-3.13	3.8		
-3.6	3.8		
-3.13	3.8		
-3.6	3.8		
-3.13	3.8		
-3.6	3.8		
-3.13	3.8		
-3.6	3.8		
-2.53	3.8		
-2.53	3.8		
-2.53	3.8		
-2.53	3.8		
-1.93	3.8		
-1.93	3.8		
-1.93	3.8		
-1.93	3.8		
-1.52	3.8		
-1.52	3.8		
-1.52	3.8		
-1.52	3.8		
3.48	3.8		
2.93	3.8		
3.48	3.8		
2.93	3.8		
3.48	3.8		
2.93	3.8		
3.48	3.8		
2.93	3.8		
4.08	3.8		
4.08	3.8		
4.08	3.8		
4.08	3.8		
4.68	3.8		
4.68	3.8		
4.68	3.8		
4.68	3.8		
5	3.8		
5	3.8		
5	3.8		
5	3.8		
-7	-0.47		
-7.42	-0.47		
-7	-0.47		
-7.42	-0.47		
-7	-0.47		
-7.42	-0.47		
-7	-0.47		
-7.42	-0.47		
-6.13	-0.47		
-6.13	-0.47		
-6.13	-0.47		
-6.13	-0.47		
-5.53	-0.47		
-5.53	-0.47		
-5.53	-0.47		
-5.53	-0.47		
7.68	-0.47		
7.08	-0.47		
7.68	-0.47		
7.08	-0.47		
7.68	-0.47		
7.08	-0.47		
7.68	-0.47		
7.08	-0.47		
8.4	-0.47		
8.4	-0.47		
8.4	-0.47		
8.4	-0.47		
8.88	-0.47		
8.88	-0.47		
8.88	-0.47		
8.88	-0.47		
-0.73	-7.42		
-1.52	-7.42		
-0.73	-7.42		
-1.52	-7.42		
-0.73	-7.42		
-1.52	-7.42		
-0.73	-7.42		
-1.52	-7.42		
0	-7.42		
0	-7.42		
0	-7.42		
0	-7.42		
0.7	-7.42		
0.7	-7.42		
0.7	-7.42		
0.7	-7.42		
1.08	-7.42		
1.08	-7.42		
1.08	-7.42		
1.08	-7.42		
1.4	-7.42		
1.4	-7.42		
1.4	-7.42		
1.4	-7.42		
2.28	-7.42		
2.28	-7.42		
2.28	-7.42		
2.28	-7.42		
2.93	-7.42		
2.93	-7.42		
2.93	-7.42		
2.93	-7.42		
-7.42	0		
-7.42	0.61		
-7.42	0		
-7.42	0.61		
-7.42	0		
-7.42	0.61		
-7.42	0		
-7.42	0.61		
-7.42	-0.157		
-7.42	-0.157		
-7.42	-0.157		
-7.42	-0.157		
-7.42	-0.313		
-7.42	-0.313		
-7.42	-0.313		
-7.42	-0.313		
8.88	0		
8.88	0.61		
8.88	0		
8.88	0.61		
8.88	0		
8.88	0.61		
8.88	0		
8.88	0.61		
8.88	-0.157		
8.88	-0.157		
8.88	-0.157		
8.88	-0.157		
8.88	-0.313		
8.88	-0.313		
8.88	-0.313		
8.88	-0.313		
-1.52	0		
-1.52	0.61		
-1.52	0		
-1.52	0.61		
-1.52	0		
-1.52	0.61		
-1.52	0		
-1.52	0.61		
-1.52	-0.157		
-1.52	-0.157		
-1.52	-0.157		
-1.52	-0.157		
-1.52	-0.313		
-1.52	-0.313		
-1.52	-0.313		
-1.52	-0.313		
-1.52	-0.47		
-1.52	-0.47		
-1.52	-0.47		
-1.52	-0.47		
-1.52	-0.89		
-1.52	-0.89		
-1.52	-0.89		
-1.52	-0.89		
-1.52	-1.49		
-1.52	-1.49		
-1.52	-1.49		
-1.52	-1.49		
-1.52	-2.09		
-1.52	-2.09		
-1.52	-2.09		
-1.52	-2.09		
0	-0.313		
0	-0.157		
0	-0.313		
0	-0.157		
0	-0.313		
0	-0.157		
0	-0.313		
0	-0.157		
0	-0.47		
0	-0.47		
0	-0.47		
0	-0.47		
0	-0.89		
0	-0.89		
0	-0.89		
0	-0.89		
0	-1.49		
0	-1.49		
0	-1.49		
0	-1.49		
0	-2.09		
0	-2.09		
0	-2.09		
0	-2.09		
1.4	-0.313		
1.4	-0.157		
1.4	-0.313		
1.4	-0.157		
1.4	-0.313		
1.4	-0.157		
1.4	-0.313		
1.4	-0.157		
1.4	-0.47		
1.4	-0.47		
1.4	-0.47		
1.4	-0.47		
1.4	-0.89		
1.4	-0.89		
1.4	-0.89		
1.4	-0.89		
1.4	-1.49		
1.4	-1.49		
1.4	-1.49		
1.4	-1.49		
1.4	-2.09		
1.4	-2.09		
1.4	-2.09		
1.4	-2.09		
2.93	0		
2.93	0.62		
2.93	0		
2.93	0.62		
2.93	0		
2.93	0.62		
2.93	0		
2.93	0.62		
2.93	-0.157		
2.93	-0.157		
2.93	-0.157		
2.93	-0.157		
2.93	-0.313		
2.93	-0.313		
2.93	-0.313		
2.93	-0.313		
2.93	-0.47		
2.93	-0.47		
2.93	-0.47		
2.93	-0.47		
2.93	-0.89		
2.93	-0.89		
2.93	-0.89		
2.93	-0.89		
2.93	-1.49		
2.93	-1.49		
2.93	-1.49		
2.93	-1.49		
2.93	-2.09		
2.93	-2.09		
2.93	-2.09		
2.93	-2.09		
0.7	-14.69		
0.7	-14.38		
0.7	-14.69		
0.7	-14.38		
0.7	-14.69		
0.7	-14.38		
0.7	-14.69		
0.7	-14.38		
0.7	-15.29		
0.7	-15.29		
0.7	-15.29		
0.7	-15.29		
0.7	-15.89		
0.7	-15.89		
0.7	-15.89		
0.7	-15.89		
0.7	-16.49		
0.7	-16.49		
0.7	-16.49		
0.7	-16.49		
0.7	-17.09		
0.7	-17.09		
0.7	-17.09		
0.7	-17.09		
0.7	-17.69		
0.7	-17.69		
0.7	-17.69		
0.7	-17.69		
0.7	-18.17		
0.7	-18.17		
0.7	-18.17		
0.7	-18.17		
-3.13	3.8		
-3.6	3.8		
-3.13	3.8		
-3.6	3.8		
-3.13	3.8		
-3.6	3.8		
-3.13	3.8		
-3.6	3.8		
-3.13	3.8		
-3.6	3.8		
-3.13	3.8		
-3.6	3.8		
-3.13	3.8		
-3.6	3.8		
-3.13	3.8		
-3.6	3.8		
-3.13	3.8		
-3.6	3.8		
-3.13	3.8		
-3.6	3.8		
-2.53	3.8		
-2.53	3.8		
-2.53	3.8		
-2.53	3.8		
-2.53	3.8		
-2.53	3.8		
-2.53	3.8		
-2.53	3.8		
-2.53	3.8		
-2.53	3.8		
-1.93	3.8		
-1.93	3.8		
-1.93	3.8		
-1.93	3.8		
-1.93	3.8		
-1.93	3.8		
-1.93	3.8		
-1.93	3.8		
-1.93	3.8		
-1.93	3.8		
-1.52	3.8		
-1.52	3.8		
-1.52	3.8		
-1.52	3.8		
-1.52	3.8		
-1.52	3.8		
-1.52	3.8		
-1.52	3.8		
-1.52	3.8		
-1.52	3.8		
3.48	3.8		
2.93	3.8		
3.48	3.8		
2.93	3.8		
3.48	3.8		
2.93	3.8		
3.48	3.8		
2.93	3.8		
3.48	3.8		
2.93	3.8		
3.48	3.8		
2.93	3.8		
3.48	3.8		
2.93	3.8		
3.48	3.8		
2.93	3.8		
3.48	3.8		
2.93	3.8		
3.48	3.8		
2.93	3.8		
4.08	3.8		
4.08	3.8		
4.08	3.8		
4.08	3.8		
4.08	3.8		
4.08	3.8		
4.08	3.8		
4.08	3.8		
4.08	3.8		
4.08	3.8		
4.68	3.8		
4.68	3.8		
4.68	3.8		
4.68	3.8		
4.68	3.8		
4.68	3.8		
4.68	3.8		
4.68	3.8		
4.68	3.8		
4.68	3.8		
5	3.8		
5	3.8		
5	3.8		
5	3.8		
5	3.8		
5	3.8		
5	3.8		
5	3.8		
5	3.8		
5	3.8		
-7	-0.47		
-7.42	-0.47		
-7	-0.47		
-7.42	-0.47		
-7	-0.47		
-7.42	-0.47		
-7	-0.47		
-7.42	-0.47		
-7	-0.47		
-7.42	-0.47		
-7	-0.47		
-7.42	-0.47		
-7	-0.47		
-7.42	-0.47		
-7	-0.47		
-7.42	-0.47		
-7	-0.47		
-7.42	-0.47		
-7	-0.47		
-7.42	-0.47		
-6.13	-0.47		
-6.13	-0.47		
-6.13	-0.47		
-6.13	-0.47		
-6.13	-0.47		
-6.13	-0.47		
-6.13	-0.47		
-6.13	-0.47		
-6.13	-0.47		
-6.13	-0.47		
-5.53	-0.47		
-5.53	-0.47		
-5.53	-0.47		
-5.53	-0.47		
-5.53	-0.47		
-5.53	-0.47		
-5.53	-0.47		
-5.53	-0.47		
-5.53	-0.47		
-5.53	-0.47		
7.68	-0.47		
7.08	-0.47		
7.68	-0.47		
7.08	-0.47		
7.68	-0.47		
7.08	-0.47		
7.68	-0.47		
7.08	-0.47		
7.68	-0.47		
7.08	-0.47		
7.68	-0.47		
7.08	-0.47		
7.68	-0.47		
7.08	-0.47		
7.68	-0.47		
7.08	-0.47		
7.68	-0.47		
7.08	-0.47		
7.68	-0.47		
7.08	-0.47		
8.4	-0.47		
8.4	-0.47		
8.4	-0.47		
8.4	-0.47		
8.4	-0.47		
8.4	-0.47		
8.4	-0.47		
8.4	-0.47		
8.4	-0.47		
8.4	-0.47		
8.88	-0.47		
8.88	-0.47		
8.88	-0.47		
8.88	-0.47		
8.88	-0.47		
8.88	-0.47		
8.88	-0.47		
8.88	-0.47		
8.88	-0.47		
8.88	-0.47		
-0.73	-7.42		
-1.52	-7.42		
-0.73	-7.42		
-1.52	-7.42		
-0.73	-7.42		
-1.52	-7.42		
-0.73	-7.42		
-1.52	-7.42		
-0.73	-7.42		
-1.52	-7.42		
-0.73	-7.42		
-1.52	-7.42		
-0.73	-7.42		
-1.52	-7.42		
-0.73	-7.42		
-1.52	-7.42		
-0.73	-7.42		
-1.52	-7.42		
-0.73	-7.42		
-1.52	-7.42		
0	-7.42		
0	-7.42		
0	-7.42		
0	-7.42		
0	-7.42		
0	-7.42		
0	-7.42		
0	-7.42		
0	-7.42		
0	-7.42		
0.7	-7.42		
0.7	-7.42		
0.7	-7.42		
0.7	-7.42		
0.7	-7.42		
0.7	-7.42		
0.7	-7.42		
0.7	-7.42		
0.7	-7.42		
0.7	-7.42		
1.08	-7.42		
1.08	-7.42		
1.08	-7.42		
1.08	-7.42		
1.08	-7.42		
1.08	-7.42		
1.08	-7.42		
1.08	-7.42		
1.08	-7.42		
1.08	-7.42		
1.4	-7.42		
1.4	-7.42		
1.4	-7.42		
1.4	-7.42		
1.4	-7.42		
1.4	-7.42		
1.4	-7.42		
1.4	-7.42		
1.4	-7.42		
1.4	-7.42		
2.28	-7.42		
2.28	-7.42		
2.28	-7.42		
2.28	-7.42		
2.28	-7.42		
2.28	-7.42		
2.28	-7.42		
2.28	-7.42		
2.28	-7.42		
2.28	-7.42		
2.93	-7.42		
2.93	-7.42		
2.93	-7.42		
2.93	-7.42		
2.93	-7.42		
2.93	-7.42		
2.93	-7.42		
2.93	-7.42		
2.93	-7.42		
2.93	-7.42		
-7.42	0		
-7.42	0.61		
-7.42	0		
-7.42	0.61		
-7.42	0		
-7.42	0.61		
-7.42	0		
-7.42	0.61		
-7.42	0		
-7.42	0.61		
-7.42	0		
-7.42	0.61		
-7.42	0		
-7.42	0.61		
-7.42	0		
-7.42	0.61		
-7.42	0		
-7.42	0.61		
-7.42	0		
-7.42	0.61		
-7.42	-0.157		
-7.42	-0.157		
-7.42	-0.157		
-7.42	-0.157		
-7.42	-0.157		
-7.42	-0.157		
-7.42	-0.157		
-7.42	-0.157		
-7.42	-0.157		
-7.42	-0.157		
-7.42	-0.313		
-7.42	-0.313		
-7.42	-0.313		
-7.42	-0.313		
-7.42	-0.313		
-7.42	-0.313		
-7.42	-0.313		
-7.42	-0.313		
-7.42	-0.313		
-7.42	-0.313		
8.88	0		
8.88	0.61		
8.88	0		
8.88	0.61		
8.88	0		
8.88	0.61		
8.88	0		
8.88	0.61		
8.88	0		
8.88	0.61		
8.88	0		
8.88	0.61		
8.88	0		
8.88	0.61		
8.88	0		
8.88	0.61		
8.88	0		
8.88	0.61		
8.88	0		
8.88	0.61		
8.88	-0.157		
8.88	-0.157		
8.88	-0.157		
8.88	-0.157		
8.88	-0.157		
8.88	-0.157		
8.88	-0.157		
8.88	-0.157		
8.88	-0.157		
8.88	-0.157		
8.88	-0.313		
8.88	-0.313		
8.88	-0.313		
8.88	-0.313		
8.88	-0.313		
8.88	-0.313		
8.88	-0.313		
8.88	-0.313		
8.88	-0.313		
8.88	-0.313		
-1.52	0		
-1.52	0.61		
-1.52	0		
-1.52	0.61		
-1.52	0		
-1.52	0.61		
-1.52	0		
-1.52	0.61		
-1.52	0		
-1.52	0.61		
-1.52	0		
-1.52	0.61		
-1.52	0		
-1.52	0.61		
-1.52	0		
-1.52	0.61		
-1.52	0		
-1.52	0.61		
-1.52	0		
-1.52	0.61		
-1.52	-0.157		
-1.52	-0.157		
-1.52	-0.157		
-1.52	-0.157		
-1.52	-0.157		
-1.52	-0.157		
-1.52	-0.157		
-1.52	-0.157		
-1.52	-0.157		
-1.52	-0.157		
-1.52	-0.313		
-1.52	-0.313		
-1.52	-0.313		
-1.52	-0.313		
-1.52	-0.313		
-1.52	-0.313		
-1.52	-0.313		
-1.52	-0.313		
-1.52	-0.313		
-1.52	-0.313		
-1.52	-0.47		
-1.52	-0.47		
-1.52	-0.47		
-1.52	-0.47		
-1.52	-0.47		
-1.52	-0.47		
-1.52	-0.47		
-1.52	-0.47		
-1.52	-0.47		
-1.52	-0.47		
-1.52	-0.89		
-1.52	-0.89		
-1.52	-0.89		
-1.52	-0.89		
-1.52	-0.89		
-1.52	-0.89		
-1.52	-0.89		
-1.52	-0.89		
-1.52	-0.89		
-1.52	-0.89		
-1.52	-1.49		
-1.52	-1.49		
-1.52	-1.49		
-1.52	-1.49		
-1.52	-1.49		
-1.52	-1.49		
-1.52	-1.49		
-1.52	-1.49		
-1.52	-1.49		
-1.52	-1.49		
-1.52	-2.09		
-1.52	-2.09		
-1.52	-2.09		
-1.52	-2.09		
-1.52	-2.09		
-1.52	-2.09		
-1.52	-2.09		
-1.52	-2.09		
-1.52	-2.09		
-1.52	-2.09		
0	-0.313		
0	-0.157		
0	-0.313		
0	-0.157		
0	-0.313		
0	-0.157		
0	-0.313		
0	-0.157		
0	-0.313		
0	-0.157		
0	-0.313		
0	-0.157		
0	-0.313		
0	-0.157		
0	-0.313		
0	-0.157		
0	-0.313		
0	-0.157		
0	-0.313		
0	-0.157		
0	-0.47		
0	-0.47		
0	-0.47		
0	-0.47		
0	-0.47		
0	-0.47		
0	-0.47		
0	-0.47		
0	-0.47		
0	-0.47		
0	-0.89		
0	-0.89		
0	-0.89		
0	-0.89		
0	-0.89		
0	-0.89		
0	-0.89		
0	-0.89		
0	-0.89		
0	-0.89		
0	-1.49		
0	-1.49		
0	-1.49		
0	-1.49		
0	-1.49		
0	-1.49		
0	-1.49		
0	-1.49		
0	-1.49		
0	-1.49		
0	-2.09		
0	-2.09		
0	-2.09		
0	-2.09		
0	-2.09		
0	-2.09		
0	-2.09		
0	-2.09		
0	-2.09		
0	-2.09		
1.4	-0.313		
1.4	-0.157		
1.4	-0.313		
1.4	-0.157		
1.4	-0.313		
1.4	-0.157		
1.4	-0.313		
1.4	-0.157		
1.4	-0.313		
1.4	-0.157		
1.4	-0.313		
1.4	-0.157		
1.4	-0.313		
1.4	-0.157		
1.4	-0.313		
1.4	-0.157		
1.4	-0.313		
1.4	-0.157		
1.4	-0.313		
1.4	-0.157		
1.4	-0.47		
1.4	-0.47		
1.4	-0.47		
1.4	-0.47		
1.4	-0.47		
1.4	-0.47		
1.4	-0.47		
1.4	-0.47		
1.4	-0.47		
1.4	-0.47		
1.4	-0.89		
1.4	-0.89		
1.4	-0.89		
1.4	-0.89		
1.4	-0.89		
1.4	-0.89		
1.4	-0.89		
1.4	-0.89		
1.4	-0.89		
1.4	-0.89		
1.4	-1.49		
1.4	-1.49		
1.4	-1.49		
1.4	-1.49		
1.4	-1.49		
1.4	-1.49		
1.4	-1.49		
1.4	-1.49		
1.4	-1.49		
1.4	-1.49		
1.4	-2.09		
1.4	-2.09		
1.4	-2.09		
1.4	-2.09		
1.4	-2.09		
1.4	-2.09		
1.4	-2.09		
1.4	-2.09		
1.4	-2.09		
1.4	-2.09		
2.93	0		
2.93	0.62		
2.93	0		
2.93	0.62		
2.93	0		
2.93	0.62		
2.93	0		
2.93	0.62		
2.93	0		
2.93	0.62		
2.93	0		
2.93	0.62		
2.93	0		
2.93	0.62		
2.93	0		
2.93	0.62		
2.93	0		
2.93	0.62		
2.93	0		
2.93	0.62		
2.93	-0.157		
2.93	-0.157		
2.93	-0.157		
2.93	-0.157		
2.93	-0.157		
2.93	-0.157		
2.93	-0.157		
2.93	-0.157		
2.93	-0.157		
2.93	-0.157		
2.93	-0.313		
2.93	-0.313		
2.93	-0.313		
2.93	-0.313		
2.93	-0.313		
2.93	-0.313		
2.93	-0.313		
2.93	-0.313		
2.93	-0.313		
2.93	-0.313		
2.93	-0.47		
2.93	-0.47		
2.93	-0.47		
2.93	-0.47		
2.93	-0.47		
2.93	-0.47		
2.93	-0.47		
2.93	-0.47		
2.93	-0.47		
2.93	-0.47		
2.93	-0.89		
2.93	-0.89		
2.93	-0.89		
2.93	-0.89		
2.93	-0.89		
2.93	-0.89		
2.93	-0.89		
2.93	-0.89		
2.93	-0.89		
2.93	-0.89		
2.93	-1.49		
2.93	-1.49		
2.93	-1.49		
2.93	-1.49		
2.93	-1.49		
2.93	-1.49		
2.93	-1.49		
2.93	-1.49		
2.93	-1.49		
2.93	-1.49		
2.93	-2.09		
2.93	-2.09		
2.93	-2.09		
2.93	-2.09		
2.93	-2.09		
2.93	-2.09		
2.93	-2.09		
2.93	-2.09		
2.93	-2.09		
2.93	-2.09		
0.7	-14.69		
0.7	-14.38		
0.7	-14.69		
0.7	-14.38		
0.7	-14.69		
0.7	-14.38		
0.7	-14.69		
0.7	-14.38		
0.7	-14.69		
0.7	-14.38		
0.7	-14.69		
0.7	-14.38		
0.7	-14.69		
0.7	-14.38		
0.7	-14.69		
0.7	-14.38		
0.7	-14.69		
0.7	-14.38		
0.7	-14.69		
0.7	-14.38		
0.7	-15.29		
0.7	-15.29		
0.7	-15.29		
0.7	-15.29		
0.7	-15.29		
0.7	-15.29		
0.7	-15.29		
0.7	-15.29		
0.7	-15.29		
0.7	-15.29		
0.7	-15.89		
0.7	-15.89		
0.7	-15.89		
0.7	-15.89		
0.7	-15.89		
0.7	-15.89		
0.7	-15.89		
0.7	-15.89		
0.7	-15.89		
0.7	-15.89		
0.7	-16.49		
0.7	-16.49		
0.7	-16.49		
0.7	-16.49		
0.7	-16.49		
0.7	-16.49		
0.7	-16.49		
0.7	-16.49		
0.7	-16.49		
0.7	-16.49		
0.7	-17.09		
0.7	-17.09		
0.7	-17.09		
0.7	-17.09		
0.7	-17.09		
0.7	-17.09		
0.7	-17.09		
0.7	-17.09		
0.7	-17.09		
0.7	-17.09		
0.7	-17.69		
0.7	-17.69		
0.7	-17.69		
0.7	-17.69		
0.7	-17.69		
0.7	-17.69		
0.7	-17.69		
0.7	-17.69		
0.7	-17.69		
0.7	-17.69		
0.7	-18.17		
0.7	-18.17		
0.7	-18.17		
0.7	-18.17		
0.7	-18.17		
0.7	-18.17		
0.7	-18.17		
0.7	-18.17		
0.7	-18.17		
0.7	-18.17		
-9.73	3.38		
-10.4	3.38		
-9.73	3.38		
-10.4	3.38		
-9.73	3.38		
-10.4	3.38		
-9.73	3.38		
-10.4	3.38		
-9.73	3.38		
-10.4	3.38		
-9.13	3.38		
-9.13	3.38		
-9.13	3.38		
-9.13	3.38		
-9.13	3.38		
-8.53	3.38		
-8.53	3.38		
-8.53	3.38		
-8.53	3.38		
-8.53	3.38		
-7.93	3.38		
-7.93	3.38		
-7.93	3.38		
-7.93	3.38		
-7.93	3.38		
-7.42	3.38		
-7.42	3.38		
-7.42	3.38		
-7.42	3.38		
-7.42	3.38		
-7	3.38		
-7	3.38		
-7	3.38		
-7	3.38		
-7	3.38		
-6.13	3.38		
-6.13	3.38		
-6.13	3.38		
-6.13	3.38		
-6.13	3.38		
-5.53	3.38		
-5.53	3.38		
-5.53	3.38		
-5.53	3.38		
-5.53	3.38		
-4.93	3.38		
-4.93	3.38		
-4.93	3.38		
-4.93	3.38		
-4.93	3.38		
-4.33	3.38		
-4.33	3.38		
-4.33	3.38		
-4.33	3.38		
-4.33	3.38		
-3.6	3.38		
-3.6	3.38		
-3.6	3.38		
-3.6	3.38		
-3.6	3.38		
-0.72	3.8		
-0.72	3.8		
-0.72	3.8		
-0.72	3.8		
-0.72	3.8		
0	3.8		
0	3.8		
0	3.8		
0	3.8		
0	3.8		
0.7	3.8		
0.7	3.8		
0.7	3.8		
0.7	3.8		
0.7	3.8		
1.08	3.8		
1.08	3.8		
1.08	3.8		
1.08	3.8		
1.08	3.8		
1.4	3.8		
1.4	3.8		
1.4	3.8		
1.4	3.8		
1.4	3.8		
2.28	3.8		
2.28	3.8		
2.28	3.8		
2.28	3.8		
2.28	3.8		
5	3.38		
5	3.38		
5	3.38		
5	3.38		
5	3.38		
5.88	3.38		
5.88	3.38		
5.88	3.38		
5.88	3.38		
5.88	3.38		
6.48	3.38		
6.48	3.38		
6.48	3.38		
6.48	3.38		
6.48	3.38		
7.08	3.38		
7.08	3.38		
7.08	3.38		
7.08	3.38		
7.08	3.38		
7.68	3.38		
7.68	3.38		
7.68	3.38		
7.68	3.38		
7.68	3.38		
8.4	3.38		
8.4	3.38		
8.4	3.38		
8.4	3.38		
8.4	3.38		
8.88	3.38		
8.88	3.38		
8.88	3.38		
8.88	3.38		
8.88	3.38		
9.48	3.38		
9.48	3.38		
9.48	3.38		
9.48	3.38		
9.48	3.38		
10.08	3.38		
10.08	3.38		
10.08	3.38		
10.08	3.38		
10.08	3.38		
10.68	3.38		
10.68	3.38		
10.68	3.38		
10.68	3.38		
10.68	3.38		
11.28	3.38		
11.28	3.38		
11.28	3.38		
11.28	3.38		
11.28	3.38		
11.8	3.38		
11.8	3.38		
11.8	3.38		
11.8	3.38		
11.8	3.38		
12.48	3.37		
12.48	3.37		
12.48	3.37		
12.48	3.37		
12.48	3.37		
12.48	2.71		
12.48	2.71		
12.48	2.71		
12.48	2.71		
